Title,Employer,Location,Published,Job Type,URL,Description
marie-curie (msca) phd position: enhancing the dependability of mission-critical system through an advanced data-driven anomaly detection methodology for electromagnetic disturbances (isense – dc9),ku leuven,Belgium,Published 2 months ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/marie-curie-msca-phd-position-enhancing-the-dependability-of-mission-critical-system-through-an-advanced-data-driven-anomaly-detection-methodology-for-electromagnetic-disturbances-isense-dc9/223135,"at the m-group at ku leuven bruges campus, we are driving innovation in interconnected, intelligent mechatronic systems. a dedicated part of our team focuses on electromagnetic risk management, add..."
phd student - department of information technology,ghent university,Belgium,Published 2 months ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-information-technology/223136,"last application date dec 31, 2024 00:00department tw05 - department of information technologycontract limited durationdegree m. sc. in biomedical, electrical, or physics engineering, or in a related fieldoccupancy rate 100%vacancy type research s..."
three-year phd position in computer science,aix-marseille université,France,Published 2 months ago,PhD,https://academicpositions.com/ad/aix-marseille-universite/2024/three-year-phd-position-in-computer-science/223155,"the phd candidate will join the computer science research lab lis (laboratoire d’informatique et systèmes) umr cnrs 7020 in marseille, france. the 3-year phd is fully funded by the france 2030 pepr cloud program, project “trustinclouds” (anr-23-pe..."
doctoral candidates in statistics and probability,university of luxembourg,Luxembourg,Published 2 months ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/doctoral-candidates-in-statistics-and-probability/223307,"about the fstmthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the faculty of science, technology and medicine (fs..."
phd-position in experimental research on fetal surgery.,ku leuven,Belgium,Published 2 months ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-experimental-research-on-fetal-surgery/223367,"the fetal surgery team of the uz leuven/ ku leuven has been key in the development of fetoscopic instrumentation, experimental and clinical validation of fetal surgical procedures. we have moved ex..."
phd position on modeling of energy systems: consumer demand flexibility in electricity use,ku leuven,Belgium,Published 2 months ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-on-modeling-of-energy-systems-consumer-demand-flexibility-in-electricity-use/223374,"at the division of applied mechanics and energy conversion (tme) of the department of mechanical engineering at ku leuven, and embedded in energyville, a dynamic research group led by prof. erik de..."
fully funded phd positions (doctoral researcher) at max planck graduate center for quantum materials (f/m/d),max planck graduate center for quantum materials,Germany,Published 2 months ago,PhD,https://academicpositions.com/ad/max-planck-graduate-center-for-quantum-materials/2024/fully-funded-phd-positions-doctoral-researcher-at-max-planck-graduate-center-for-quantum-materials-f-m-d/223399,are you interested in working in the rapidly evolving research field of quantum materials? the max planck graduate center for quantum materials (mpgc-qm) currently has an open call for multiple fully funded phd student positions. deadline for subm...
doctoral scholarship holder of in vivo microstructure imaging with magnetic resonance imaging,university of antwerp,Belgium,Published 2 months ago,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-of-in-vivo-microstructure-imaging-with-magnetic-resonance-imaging/223251,"let’s shape the future - university of antwerpthe university of antwerp is a dynamic, forward-thinking, european university. we offer an innovative academic education to more than 20000 students, c..."
doctoral scholarship holder processing and analysis of magnetic resonance images using machine and deep learning,university of antwerp,Belgium,Published 2 months ago,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-processing-and-analysis-of-magnetic-resonance-images-using-machine-and-deep-learning/223252,"let’s shape the future - university of antwerpthe university of antwerp is a dynamic, forward-thinking, european university. we offer an innovative academic education to more than 20000 students, c..."
doctoral researcher (phd) in intellectual property law,university of luxembourg,Luxembourg,Published 2 months ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/doctoral-researcher-phd-in-intellectual-property-law/223274,"about the fdefthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the faculty of law, economics and finance (fdef) at..."
phd position in cryo-atom probe tomography for corrosion studies,eth zürich,Switzerland,Published 2 months ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-cryo-atom-probe-tomography-for-corrosion-studies/223423,phd position in cryo-atom probe tomography for corrosion studieswe are looking for a motivated phd student to work on cryo-atom probe tomography for in-situ analysis of corrosion at the metal-elect...
phd position (36-month) for the development of coherent stokes raman scattering (csrs) microscopy in marseille,aix-marseille université,France,Published 2 months ago,PhD,https://academicpositions.com/ad/aix-marseille-universite/2024/phd-position-36-month-for-the-development-of-coherent-stokes-raman-scattering-csrs-microscopy-in-marseille/223436,"researcher profile: phd / r1: first stage researcherresearch field(s)1: physical sciencesmain sub research field or disciplines1: physics: optics/spectroscopyjob /offer description this thesis will take place at the fresnel institute in marseille,..."
5 fully funded phd fellowships in biomedicine,idibaps,Spain,Published 2 months ago,PhD,https://academicpositions.com/ad/idibaps/2024/5-fully-funded-phd-fellowships-in-biomedicine/223440,"the august pi i sunyer biomedical research institute, idibaps, is offering up to 5 phd fellowships in biomedicine for talented young scientists from any nationality. you will join a biomedical research centre with a solid track-record of excellenc..."
"phd in biostatistics, computational biology and bioinformatics",university of luxembourg,Luxembourg,Published 2 months ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-in-biostatistics-computational-biology-and-bioinformatics/223513,about the lcsbthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the luxembourg centre for systems biomedicine (lcsb...
