Title,Employer,Location,Published,Closing In,Job Type,URL,Description
Doctoral scholarship holder signal enhancement strategies for photoelectrochemical sensors for nucleic acid-based sequences,University of Antwerp,"Antwerp,, Belgium",Published 3 days ago,Closing on: 2024-12-16,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-signal-enhancement-strategies-for-photoelectrochemical-sensors-for-nucleic-acid-based-sequences/226348,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
PhD Thesis Student (f/m) on ID31 in Structure of Materials group,European Synchrotron Radiation Facility (ESRF),"Grenoble,, France",Published 2 months ago,,PhD,https://academicpositions.com/ad/european-synchrotron-radiation-facility-esrf/2024/phd-thesis-student-f-m-on-id31-in-structure-of-materials-group/222954,"The European Synchrotron, the ESRF, is an international research centre based in Grenoble, France.Through its innovative engineering, pioneering scientific vision and a strong commitment from its 700 staff members, the ESRF is recognised as one of..."
PhD candidate in quantum Monte Carlo methods,University of Luxembourg,Luxembourg,Published 2 months ago,Closing on: 2025-09-10,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-quantum-monte-carlo-methods/222980,"About the FSTMThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Faculty of Science, Technology and Medicine (FS..."
Doctoral scholarship holder in vitro gametogenesis within the context of fertility preservation,University of Antwerp,"Antwerp,, Belgium",Published 3 days ago,Closing on: 2025-02-25,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-in-vitro-gametogenesis-within-the-context-of-fertility-preservation/226349,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
PhD in Economics - with a full-time scholarship at DIW Graduate Center,German Institute for Economic Research (DIW Berlin),"Berlin,, Germany",Published 1 month ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/german-institute-for-economic-research-diw-berlin/2024/phd-in-economics-with-a-full-time-scholarship-at-diw-graduate-center/223020,"InstitutionThe German Institute for Economic Research (DIW Berlin) is one of the leading economic research institutes in Germany. We are an independent, non-profit institute involved in economic research, service and policy advice. In addition to ..."
"PhD candidate for developing and building new concepts for ultra-fast, medium voltage solid-state pulse modulators",ETH Zürich,"Zurich,, Switzerland",Published 2 months ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-candidate-for-developing-and-building-new-concepts-for-ultra-fast-medium-voltage-solid-state-pulse-modulators/223029,"PhD candidate for developing and building new concepts for ultra-fast, medium voltage solid-state pulse modulatorsThe Laboratory for High Power Electronic Systems (HPE) at the Department of Informa..."
PhD Candidate in Cryogenian Tillites as a Window into Subglacial Rheology,ETH Zürich,"Zurich,, Switzerland",Published 2 months ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-candidate-in-cryogenian-tillites-as-a-window-into-subglacial-rheology/223042,PhD Candidate in Cryogenian Tillites as a Window into Subglacial RheologyResearch in the Structural Geology and Tectonics group focuses on the rapidly deforming zones that define Earth’s tectonic p...
PhD Candidate in the Rheology of Metasedimentary Rocks,ETH Zürich,"Zurich,, Switzerland",Published 2 months ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-candidate-in-the-rheology-of-metasedimentary-rocks/223121,PhD Candidate in the Rheology of Metasedimentary RocksResearch in the Structural Geology and Tectonics group focuses on the rapidly deforming zones that define Earth’s tectonic plate boundaries and...
Marie-Curie (MSCA) PhD position: Optimizing Parameters for Electromagnetic Environment Monitoring (iSense - DC6),KU Leuven,"Leuven,, Belgium",Published 2 months ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/marie-curie-msca-phd-position-optimizing-parameters-for-electromagnetic-environment-monitoring-isense-dc6/223133,"At the M-Group at KU Leuven Bruges Campus, we are driving innovation in interconnected, intelligent mechatronic systems. A dedicated part of our team focuses on electromagnetic risk management, add..."
Marie-Curie (MSCA) PhD position: Optimizing EMI monitoring through compressed sensing: reducing sensor deployment for efficient data acquisition (iSense - DC5),KU Leuven,"Leuven,, Belgium",Published 2 months ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/marie-curie-msca-phd-position-optimizing-emi-monitoring-through-compressed-sensing-reducing-sensor-deployment-for-efficient-data-acquisition-isense-dc5/223134,"At the M-Group at KU Leuven Bruges Campus, we are driving innovation in interconnected, intelligent mechatronic systems. A dedicated part of our team focuses on electromagnetic risk management, add..."
Marie-Curie (MSCA) PhD position: Enhancing the dependability of mission-critical system through an advanced data-driven anomaly detection methodology for electromagnetic disturbances (iSense – DC9),KU Leuven,"Leuven,, Belgium",Published 2 months ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/marie-curie-msca-phd-position-enhancing-the-dependability-of-mission-critical-system-through-an-advanced-data-driven-anomaly-detection-methodology-for-electromagnetic-disturbances-isense-dc9/223135,"At the M-Group at KU Leuven Bruges Campus, we are driving innovation in interconnected, intelligent mechatronic systems. A dedicated part of our team focuses on electromagnetic risk management, add..."
PhD Student - Department of Information Technology,Ghent University,"Ghent,, Belgium",Published 2 months ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-information-technology/223136,"Last application date Dec 31, 2024 00:00Department TW05 - Department of Information TechnologyContract Limited durationDegree M. Sc. in biomedical, electrical, or physics engineering, or in a related fieldOccupancy rate 100%Vacancy type Research s..."
Three-year PhD position in Computer Science,Aix-Marseille Université,"Marseille,, France",Published 2 months ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/aix-marseille-universite/2024/three-year-phd-position-in-computer-science/223155,"The PhD candidate will join the Computer Science research lab LIS (Laboratoire d’Informatique et Systèmes) UMR CNRS 7020 in Marseille, France. The 3-year PhD is fully funded by the France 2030 PEPR Cloud program, project “Trustinclouds” (ANR-23-PE..."
Doctoral candidates in Statistics and Probability,University of Luxembourg,"Esch-sur-Alzette,, Luxembourg",Published 2 months ago,Closing on: 2025-09-18,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/doctoral-candidates-in-statistics-and-probability/223307,"About the FSTMThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Faculty of Science, Technology and Medicine (FS..."
PhD-position in experimental research on fetal surgery.,KU Leuven,"Leuven,, Belgium",Published 2 months ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-experimental-research-on-fetal-surgery/223367,"The fetal surgery team of the UZ Leuven/ KU Leuven has been key in the development of fetoscopic instrumentation, experimental and clinical validation of fetal surgical procedures. We have moved ex..."
PhD Position on Modeling of Energy Systems: Consumer Demand Flexibility in Electricity Use,KU Leuven,"Leuven,, Belgium",Published 2 months ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-on-modeling-of-energy-systems-consumer-demand-flexibility-in-electricity-use/223374,"At the division of Applied Mechanics and Energy Conversion (TME) of the Department of Mechanical Engineering at KU Leuven, and embedded in EnergyVille, a dynamic research group led by prof. Erik De..."
Fully funded PhD positions (doctoral researcher) at Max Planck Graduate Center for Quantum Materials (f/m/d),Max Planck Graduate Center for Quantum Materials,"Stuttgart,, Germany",Published 2 months ago,Closing on: 2024-12-11,PhD,https://academicpositions.com/ad/max-planck-graduate-center-for-quantum-materials/2024/fully-funded-phd-positions-doctoral-researcher-at-max-planck-graduate-center-for-quantum-materials-f-m-d/223399,Are you interested in working in the rapidly evolving research field of quantum materials? The Max Planck Graduate Center for Quantum Materials (MPGC-QM) currently has an open call for multiple fully funded PhD student positions. Deadline for subm...
Doctoral scholarship holder of in vivo microstructure imaging with magnetic resonance imaging,University of Antwerp,"Antwerp,, Belgium",Published 2 months ago,,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-of-in-vivo-microstructure-imaging-with-magnetic-resonance-imaging/223251,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
Doctoral scholarship holder processing and analysis of magnetic resonance images using machine and deep learning,University of Antwerp,"Antwerp,, Belgium",Published 2 months ago,,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-processing-and-analysis-of-magnetic-resonance-images-using-machine-and-deep-learning/223252,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
